5.239353191157580802e-01,1.350804192120180769e-01,1.903855568051238789e+00,1.290413261952491064e+00,9.961399833737580867e-01,1.337319789651961743e+00,1.441904227769121860e-01,1.667493493342996791e+00,5.949902130639765918e-01,1.044788562147071387e+00,7.295310662545337888e-01,1.001832274013208401e+00,1.010666261407769495e+00,1.721833630811744342e-01,1.204886579017245163e+00,3.725806863557534765e-01,8.020413518919586870e-01,1.933163466947253717e+00,1.825915936759014313e+00,1.220889454660421425e+00
1.833144072346755360e+00,6.858711512062387605e-02,1.578248451906393734e+00,1.861603921610755830e+00,1.454163153337003633e+00,4.931372917422223168e-01,1.496640226734957668e-01,1.631977369908676589e+00,1.719181307607817732e+00,7.014060778980839572e-01,1.860213062201168333e+00,1.480139002505897361e+00,1.848371274809381681e-01,9.273060431462896158e-01,9.689044861784927853e-01,6.600258238158129842e-02,2.460436730047181886e-01,2.927779888248771556e-01,3.892522796393125262e-01,2.702892791934656813e-01
1.789318792072733588e+00,1.053704810361997479e+00,6.582596584932633998e-01,1.407623381491039050e+00,1.851907422443088480e+00,1.711497437034375180e+00,1.791861890084808673e+00,1.288056527386739925e+00,8.187588078903547117e-01,7.263966983204324102e-01,1.807061365538608300e+00,9.225937213279089555e-01,1.179720310013541384e+00,4.799730098529784161e-01,1.542901032606342815e+00,2.806418701008848160e-01,1.772231862256625101e+00,1.929612473659468863e+00,1.555209421948700710e+00,1.762012011497363195e+00
1.035782518476601632e+00,1.868812384305043928e+00,1.633413137477761179e+00,8.449323517159192942e-01,3.353736029333442836e-02,1.033530273905389762e-01,1.662441656296666181e+00,6.692913232395405476e-01,4.054995601189992360e-01,3.906172458259677960e-01,1.100676502975721949e+00,2.851807895494462564e-02,1.873436951547414075e+00,1.318288543070913699e+00,1.783240312159313889e+00,8.088862509843641746e-03,5.811159307541891028e-01,6.535810872700511531e-01,3.861007984981148500e-01,1.259594937623747635e+00
1.294389761972640551e+00,3.047650905537846455e-02,4.091103993989042564e-02,3.252656517325807073e-01,1.020128243524281109e+00,2.506621671222084569e-01,3.500237505286887263e-01,1.226854218902285298e+00,1.130253636421763019e-01,7.011045871029302212e-01,1.290468514999506100e+00,2.756790830601720810e-01,6.082820266100523732e-01,4.119626228200716778e-01,1.044901000404211411e+00,7.339839911484884460e-01,1.849186524175876478e-01,1.663302003993891054e+00,9.862035663634067806e-01,8.744585498368577792e-01
2.714142148848779357e-01,1.909196567571812331e+00,1.640468436998600898e+00,1.224497543243108666e+00,9.117551701838266798e-01,1.608186095866664056e+00,1.308533794460712940e+00,2.194425993495754401e-01,6.018910113432540676e-02,1.182117988588847535e+00,6.829420081182620006e-01,6.092405755415164492e-02,7.789417665592970330e-01,9.540639735607063798e-01,1.995004360495011397e+00,1.402279303296284585e+00,1.141260335778397028e+00,1.116996355417529063e+00,1.758592207075295955e+00,7.354790013392515924e-01
3.669916291757409077e-01,2.565553242329485784e-01,1.391252850294248944e+00,5.226996298041159950e-01,1.141059899565557867e+00,1.108854411716776900e+00,1.047230670460845614e+00,1.017814758500652950e+00,1.622145938785303887e+00,1.541910009939351456e+00,1.756096375284774247e+00,1.014476978306505295e+00,1.123115656940859575e+00,1.669584225873275374e+00,1.296167397515705755e+00,5.096642734141261233e-01,8.363163995135740603e-01,1.902883410221340776e+00,1.399887365727088495e+00,5.002341096389326669e-01
1.862512594491793294e+00,6.748099904219202472e-01,7.043992001464502994e-01,1.929330831255658962e+00,1.502042441138127238e-01,1.103919813237305370e+00,6.810125203238004410e-01,1.107683518214641394e+00,8.542288011009349091e-01,6.260725862385998486e-01,3.000469058449917181e-01,1.938781982899591139e+00,5.652537237905475020e-01,1.217188042468397846e-02,1.005332292049269771e+00,7.914918670828146041e-01,4.040303595105387835e-02,1.739051832521097740e+00,1.998769023034706827e+00,3.379025219115565637e-01
1.576824321693059749e+00,1.810862536109821619e+00,1.436498352057762773e+00,6.064332374777945400e-01,4.133118378084525979e-01,6.949302932483276685e-01,5.359187664829172526e-01,9.040218630194727378e-01,4.255921835181299961e-01,1.614432126394365952e+00,9.402169047075938924e-01,1.409566772838096949e+00,1.124395107843561226e+00,1.992913705115362255e-01,1.740485638017935210e+00,2.201670329732130504e-01,1.645852055268582470e+00,1.902760894301221750e+00,5.412823843224880971e-01,4.391757866354639717e-02
6.548972721624894966e-01,1.852862510480543623e+00,8.116367860121174171e-01,1.815490892008281065e+00,7.098811027374809512e-01,5.641836820426306964e-01,1.467802638125220271e+00,5.387756357385049544e-01,1.268632067681096931e+00,5.031102285837891763e-01,1.312345537898213843e+00,1.733786521861246266e+00,7.885880765959156768e-01,3.200601258298949592e-01,1.136756447244752222e+00,1.508837809597214363e+00,1.198601812512983367e+00,9.108080932808677588e-01,9.941201240886756718e-01,6.012380305493374433e-01
